"","name","salary","team","height(ft)","weight(lb)","school","country","draft_year","draft_round","draft_number","+/-","player_year","position","age","games","started","mins/game","field_goal","field_goal_attempt","3_game","3_att","2_game","2_att","freethrows","free_throw_attempt","o_rebound","d_rebound","t_rebound","assist","steal","block","turnover","fouls","ppg","infl","mvp","mip","6_man","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","fg_per","two_per","efg","three_per","free_per"
"7300","Quincy Lewis","  202341","MIN","6'7""","215","Minnesota","USA","1999","1","19"," -25.6","2004","SF","26","14"," 0","   4.6","  0.5","  1.4","  0.1","  0.4","  0.4","  1.1","  0.0","  0.0"," 0.1","  0.4","  0.5","  0.1"," 0.1"," 0.1","  0.2","  0.7","  1.1"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.357142857143","0.363636363636","0.392857142857","0.250000000000","          NaN"
"7301","Rodney Buford","  145686","SAC","6'5""","195","Creighton","USA","1999","2","53"," -26.7","2004","SF","26","22"," 0","   6.4","  0.9","  2.5","  0.0","  0.1","  0.9","  2.5","  0.1","  0.3"," 0.3","  0.4","  0.7","  0.3"," 0.3"," 0.0","  0.2","  0.4","  1.9"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.360000000000","0.360000000000","0.360000000000","0.000000000000","0.33333333333"
"7302","Tracy Murray","  143537","POR","6'7""","230","UCLA","USA","1992","1","18"," -10.7","2004","SF","32"," 7"," 0","   5.0","  0.4","  1.7","  0.3","  0.7","  0.1","  1.0","  0.0","  0.1"," 0.4","  0.3","  0.7","  0.1"," 0.1"," 0.0","  0.3","  0.4","  1.1"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.235294117647","0.100000000000","0.323529411765","0.428571428571","0.00000000000"
"7303","Slavko Vranes","  129768","POR","5'7","275","None","USA","2003","2","39","  25.0","2004","C","21"," 1"," 0","   3.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 0.0","  0.0","  0.0","  0.0"," 0.0"," 0.0","  0.0","  1.0","  0.0"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.000000000000","0.000000000000","0.000000000000","           NaN","          NaN"
"7304","Sean Lampley","   89364","GSW","6'6","213","California","USA","2001","2","44","  15.0","2004","SF","24","10"," 0","   6.3","  1.3","  2.0","  0.0","  0.0","  1.3","  2.0","  0.8","  1.2"," 0.2","  0.9","  1.1","  0.2"," 0.0"," 0.1","  0.3","  0.2","  3.4"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.650000000000","0.650000000000","0.650000000000","           NaN","0.66666666667"
"7305","Shane Heal","   75615","SAS","6'0""","180","None","USA","Undrafted","Undrafted","Undrafted","   9.8","2004","PG","33"," 6"," 0","  12.0","  1.2","  4.0","  0.7","  3.0","  0.5","  1.0","  0.7","  0.8"," 0.2","  0.5","  0.7","  0.8"," 0.2"," 0.0","  0.8","  0.3","  3.7"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.300000000000","0.500000000000","0.387500000000","0.233333333333","0.87500000000"
"7306","Torraye Braggs","   53697","WAS","6'8""","245","Xavier","USA","1998","2","57","   9.3","2004","PF","27","15"," 0","  10.3","  1.1","  2.2","  0.0","  0.0","  1.1","  2.2","  0.5","  0.8"," 1.2","  1.4","  2.6","  0.5"," 0.3"," 0.1","  0.9","  1.9","  2.7"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.500000000000","0.500000000000","0.500000000000","           NaN","0.62500000000"
"7307","Britton Johnsen","   44748","ORL","6'10""","210","Utah","USA","Undrafted","Undrafted","Undrafted"," -16.0","2004","C","24","20"," 4","  14.5","  0.9","  3.0","  0.1","  0.6","  0.8","  2.4","  0.4","  0.8"," 0.8","  1.5","  2.3","  0.6"," 0.4"," 0.1","  0.7","  1.4","  2.1"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.300000000000","0.333333333333","0.316666666667","0.166666666667","0.50000000000"
"7309","Derrick Dial","   32375","ORL","6'4""","184","Eastern Michigan","USA","1998","2","52","   8.6","2004","SG","28"," 9"," 0","   9.6","  1.0","  3.1","  0.2","  1.0","  0.8","  2.1","  0.7","  0.9"," 0.6","  0.9","  1.4","  0.2"," 0.7"," 0.0","  0.1","  0.7","  2.9"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.322580645161","0.380952380952","0.354838709677","0.200000000000","0.77777777778"
"7310","Kirk Penney","    8950","MIA","6'5""","220","Wisconsin","USA","Undrafted","Undrafted","Undrafted","  -2.6","2004","SG","23"," 2"," 0","   9.0","  0.5","  3.0","  0.5","  1.5","  0.0","  1.5","  0.0","  0.0"," 0.0","  0.5","  0.5","  0.5"," 0.5"," 0.0","  1.5","  0.5","  1.5"," 2.3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.166666666667","0.000000000000","0.250000000000","0.333333333333","          NaN"
"7311","Kevin Garnett","25200000","MIN","6'11""","220","None","USA","1995","1","5","   6.2","2003","PF","26","82","82","  40.5","  9.1"," 18.1","  0.2","  0.9","  8.8"," 17.2","  4.6","  6.1"," 3.0"," 10.5"," 13.4","  6.0"," 1.4"," 1.6","  2.8","  2.4"," 23.0"," 1.6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","0.502762430939","0.511627906977","0.508287292818","0.222222222222","0.75409836066"
"7312","Shaquille O'Neal","23571429","LAL","7'1""","335","Louisiana State","USA","1992","1","1","   6.9","2003","C","30","67","66","  37.8"," 10.4"," 18.1","  0.0","  0.0"," 10.4"," 18.1","  6.7"," 10.8"," 3.9","  7.2"," 11.1","  3.1"," 0.6"," 2.4","  2.9","  3.4"," 27.5"," 1.6","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","0.574585635359","0.574585635359","0.574585635359","           NaN","0.62037037037"
"7313","Juwan Howard","20625000","DEN","6'9""","260","Michigan","USA","1994","1","5","  -9.7","2003","PF","29","77","77","  35.5","  7.4"," 16.4","  0.0","  0.1","  7.3"," 16.3","  3.7","  4.6"," 2.4","  5.2","  7.6","  3.0"," 1.0"," 0.4","  2.5","  3.1"," 18.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.451219512195","0.447852760736","0.451219512195","0.000000000000","0.80434782609"
"7314","Scottie Pippen","19727524","POR","6'8""","228","Central Arkansas","USA","1987","1","5","   8.3","2003","SF","37","64","58","  29.9","  4.1","  9.3","  0.6","  2.1","  3.5","  7.3","  1.9","  2.3"," 0.9","  3.5","  4.3","  4.5"," 1.6"," 0.4","  2.6","  2.3"," 10.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.440860215054","0.479452054795","0.473118279570","0.285714285714","0.82608695652"
"7315","Karl Malone","19250000","UTA","6'9""","256","Louisiana Tech","USA","1985","1","13","   3.3","2003","PF","39","81","81","  36.2","  7.3"," 15.9","  0.0","  0.2","  7.3"," 15.7","  5.9","  7.7"," 1.4","  6.4","  7.8","  4.7"," 1.7"," 0.4","  2.6","  2.5"," 20.6"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.459119496855","0.464968152866","0.459119496855","0.000000000000","0.76623376623"
"7316","Rasheed Wallace","16200000","POR","6'11""","230","North Carolina","USA","1995","1","4","   5.4","2003","PF","28","74","74","  36.3","  7.0"," 14.8","  1.5","  4.1","  5.5"," 10.6","  2.7","  3.7"," 1.5","  5.9","  7.4","  2.1"," 0.9"," 1.0","  1.9","  3.0"," 18.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.472972972973","0.518867924528","0.523648648649","0.365853658537","0.72972972973"
"7317","Dikembe Mutombo","16105264","NJN","7'2""","265","Georgetown","Congo","1991","1","4","   9.9","2003","C","36","24","16","  21.4","  2.0","  5.5","  0.0","  0.0","  2.0","  5.5","  1.7","  2.3"," 2.3","  4.1","  6.4","  0.8"," 0.2"," 1.5","  1.4","  2.3","  5.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","0.363636363636","0.363636363636","0.363636363636","           NaN","0.73913043478"
"7318","Allan Houston","14343750","NYK","6'6","200","Tennessee","USA","1993","1","11","  -0.2","2003","SG","31","82","82","  37.9","  8.0"," 17.9","  2.2","  5.5","  5.8"," 12.4","  4.4","  4.8"," 0.3","  2.5","  2.8","  2.7"," 0.7"," 0.1","  2.2","  2.3"," 22.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.446927374302","0.467741935484","0.508379888268","0.400000000000","0.91666666667"
"7319","Chris Webber","14343750","SAC","6'10""","245","Michigan","USA","1993","1","1","   7.7","2003","PF","29","67","67","  39.1","  9.9"," 21.4","  0.1","  0.3","  9.8"," 21.1","  3.2","  5.3"," 2.4","  8.1"," 10.5","  5.4"," 1.6"," 1.3","  3.2","  3.0"," 23.0"," 1.6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","0.462616822430","0.464454976303","0.464953271028","0.333333333333","0.60377358491"
"7320","Shawn Kemp","13651028","ORL","6'10""","280","Trinity Valley Community College","USA","1989","1","17","  -2.2","2003","C","33","79","55","  20.7","  2.7","  6.4","  0.0","  0.0","  2.7","  6.4","  1.5","  2.0"," 1.9","  3.8","  5.7","  0.7"," 0.8"," 0.4","  1.3","  3.0","  6.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.421875000000","0.421875000000","0.421875000000","           NaN","0.75000000000"
"7321","Gary Payton","12636117","MIL","6'4""","180","Oregon State","USA","1990","1","2","  -0.7","2003","PG","34","80","80","  40.1","  8.3"," 18.3","  0.7","  2.3","  7.6"," 16.1","  3.1","  4.4"," 1.0","  3.2","  4.2","  8.3"," 1.7"," 0.3","  2.3","  2.3"," 20.4"," 1.6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","0.453551912568","0.472049689441","0.472677595628","0.304347826087","0.70454545455"
"7322","Shareef Abdur-Rahim","12375000","ATL","6'9""","240","California","USA","1996","1","3","  -3.1","2003","PF","26","81","81","  38.1","  7.0"," 14.6","  0.3","  0.7","  6.7"," 13.9","  5.6","  6.7"," 2.2","  6.2","  8.4","  3.0"," 1.1"," 0.5","  2.6","  3.0"," 19.9"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.479452054795","0.482014388489","0.489726027397","0.428571428571","0.83582089552"
"7323","Antoine Walker","12375000","BOS","6'9""","245","Kentucky","USA","1996","1","6","   1.0","2003","PF","26","78","78","  41.5","  7.7"," 19.9","  2.4","  7.5","  5.3"," 12.5","  2.3","  3.7"," 1.3","  5.9","  7.2","  4.8"," 1.5"," 0.4","  3.3","  2.8"," 20.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.386934673367","0.424000000000","0.447236180905","0.320000000000","0.62162162162"
"7324","Vin Baker","12375000","BOS","6'11""","250","Hartford","USA","1993","1","8","  -3.5","2003","C","31","52"," 9","  18.1","  1.9","  4.0","  0.0","  0.1","  1.9","  3.9","  1.4","  2.1"," 1.7","  2.1","  3.8","  0.6"," 0.4"," 0.6","  1.2","  2.8","  5.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.475000000000","0.487179487179","0.475000000000","0.000000000000","0.66666666667"
"7325","Zydrunas Ilgauskas","12375000","CLE","7'3""","260","None","Lithuania","1996","1","20","  -7.4","2003","C","27","81","81","  30.0","  6.1"," 13.9","  0.0","  0.1","  6.1"," 13.8","  4.9","  6.3"," 3.0","  4.6","  7.5","  1.6"," 0.7"," 1.9","  2.6","  3.4"," 17.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.438848920863","0.442028985507","0.438848920863","0.000000000000","0.77777777778"
"7326","Kobe Bryant","12375000","LAL","6'7""","215","None","USA","1996","1","13","   3.8","2003","SG","24","82","82","  41.5"," 10.6"," 23.5","  1.5","  4.0","  9.1"," 19.5","  7.3","  8.7"," 1.3","  5.6","  6.9","  5.9"," 2.2"," 0.8","  3.5","  2.7"," 30.0"," 1.6","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","0.451063829787","0.466666666667","0.482978723404","0.375000000000","0.83908045977"
"7327","Ray Allen","12375000","SEA","6'5""","205","Connecticut","USA","1996","1","5","   2.9","2003","SG","27","76","75","  37.9","  7.9"," 17.9","  2.6","  7.0","  5.2"," 10.9","  4.2","  4.5"," 1.2","  3.8","  5.0","  4.4"," 1.4"," 0.2","  2.6","  2.9"," 22.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.441340782123","0.477064220183","0.513966480447","0.371428571429","0.93333333333"
"7328","Latrell Sprewell","12375000","NYK","6'5""","195","Alabama","USA","1992","1","24","  -1.2","2003","SF","32","74","73","  38.6","  6.1"," 15.2","  1.8","  4.9","  4.3"," 10.4","  2.3","  2.9"," 0.6","  3.2","  3.9","  4.5"," 1.4"," 0.3","  2.3","  1.8"," 16.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.401315789474","0.413461538462","0.460526315789","0.367346938776","0.79310344828"
"7329","Allen Iverson","12375000","PHI","6'0""","165","Georgetown","USA","1996","1","1","   2.9","2003","SG","27","82","82","  42.5","  9.8"," 23.7","  1.0","  3.7","  8.8"," 20.0","  7.0","  9.0"," 0.8","  3.4","  4.2","  5.5"," 2.7"," 0.2","  3.5","  1.8"," 27.6"," 1.6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","0.413502109705","0.440000000000","0.434599156118","0.270270270270","0.77777777778"
"7330","Anfernee Hardaway","12375000","PHX","6'7""","215","Memphis","USA","1993","1","3","   0.9","2003","SG","31","58","51","  30.6","  4.4","  9.9","  0.4","  1.3","  4.0","  8.6","  1.3","  1.7"," 1.1","  3.3","  4.4","  4.1"," 1.1"," 0.4","  2.5","  2.6"," 10.6"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.444444444444","0.465116279070","0.464646464646","0.307692307692","0.76470588235"
"7331","Stephon Marbury","12375000","PHX","6'2""","205","Georgia Tech","USA","1996","1","4","   1.9","2003","PG","25","81","81","  40.0","  8.3"," 18.9","  1.1","  3.7","  7.2"," 15.2","  4.6","  5.8"," 0.7","  2.6","  3.2","  8.1"," 1.3"," 0.2","  3.2","  2.5"," 22.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.439153439153","0.473684210526","0.468253968254","0.297297297297","0.79310344828"
"7332","Damon Stoudamire","12375000","POR","5'10""","171","Arizona","USA","1995","1","7","   4.9","2003","PG","29","59","27","  22.3","  2.6","  7.0","  0.7","  1.9","  1.9","  5.1","  0.9","  1.1"," 0.7","  1.9","  2.6","  3.5"," 0.7"," 0.1","  1.4","  1.1","  6.9"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.371428571429","0.372549019608","0.421428571429","0.368421052632","0.81818181818"
"7333","Jalen Rose","12072500","CHI","6'8""","217","Michigan","USA","1994","1","13","  -5.9","2003","SF","30","82","82","  40.9","  7.8"," 19.3","  1.6","  4.4","  6.2"," 14.9","  4.9","  5.7"," 0.8","  3.5","  4.3","  4.8"," 0.9"," 0.3","  3.5","  3.3"," 22.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.404145077720","0.416107382550","0.445595854922","0.363636363636","0.85964912281"
"7334","Grant Hill","12072500","ORL","6'8""","225","Duke","USA","1994","1","3","   3.1","2003","SF","30","29","29","  29.1","  5.2"," 10.6","  0.0","  0.1","  5.2"," 10.4","  4.1","  5.0"," 1.4","  5.7","  7.1","  4.2"," 1.0"," 0.4","  2.9","  1.6"," 14.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.490566037736","0.500000000000","0.490566037736","0.000000000000","0.82000000000"
"7335","Tracy McGrady","12072500","ORL","6'8""","210","None","USA","1997","1","9","   3.7","2003","SG","23","75","74","  39.4"," 11.1"," 24.2","  2.3","  6.0","  8.7"," 18.2","  7.7","  9.7"," 1.6","  4.9","  6.5","  5.5"," 1.7"," 0.8","  2.6","  2.1"," 32.1"," 1.6","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","0.458677685950","0.478021978022","0.506198347107","0.383333333333","0.79381443299"
"7336","Keith Van Horn","12072500","PHI","6'10""","255","Utah","USA","1997","1","2","   3.5","2003","PF","27","74","73","  31.6","  6.2"," 12.9","  0.9","  2.4","  5.3"," 10.5","  2.6","  3.2"," 2.1","  4.9","  7.1","  1.3"," 0.9"," 0.4","  2.0","  3.4"," 15.9"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.480620155039","0.504761904762","0.515503875969","0.375000000000","0.81250000000"
"7337","Tim Duncan","12072500","SAS","7'0""","260","Wake Forest","US Virgin Isl...","1997","1","1","   9.6","2003","PF","26","81","81","  39.3","  8.8"," 17.2","  0.1","  0.3","  8.7"," 16.9","  5.6","  7.8"," 3.2","  9.7"," 12.9","  3.9"," 0.7"," 2.9","  3.1","  2.9"," 23.3"," 1.6","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","0.511627906977","0.514792899408","0.514534883721","0.333333333333","0.71794871795"
"7338","Reggie Miller","12046473","IND","6'7""","195","UCLA","USA","1987","1","11","   4.7","2003","SG","37","70","70","  30.2","  4.0","  9.1","  1.6","  4.5","  2.4","  4.6","  3.0","  3.3"," 0.3","  2.2","  2.5","  2.4"," 0.9"," 0.1","  0.9","  1.3"," 12.6"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.439560439560","0.521739130435","0.527472527473","0.355555555556","0.90909090909"
"7339","Antonio Davis","12000000","TOR","6'9""","230","Texas-El Paso","USA","1990","2","45","  -2.5","2003","C","34","53","52","  35.7","  4.9"," 12.1","  0.0","  0.0","  4.9"," 12.1","  4.1","  5.3"," 2.5","  5.8","  8.2","  2.5"," 0.4"," 1.2","  2.2","  2.8"," 13.9"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.404958677686","0.404958677686","0.404958677686","           NaN","0.77358490566"
"7340","Michael Finley","11953125","DAL","6'7""","225","Wisconsin","USA","1995","1","21","  13.0","2003","SF","29","69","69","  38.3","  7.3"," 17.3","  1.7","  4.7","  5.6"," 12.6","  2.9","  3.3"," 1.6","  4.3","  5.8","  3.0"," 1.1"," 0.3","  1.7","  1.5"," 19.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.421965317919","0.444444444444","0.471098265896","0.361702127660","0.87878787879"
"7341","Vlade Divac","11248076","SAC","7'1""","260","None","Serbia and Mo...","1989","1","26","  10.0","2003","C","34","80","80","  29.8","  3.8","  8.2","  0.1","  0.3","  3.7","  7.9","  2.2","  3.1"," 2.0","  5.2","  7.2","  3.4"," 1.0"," 1.3","  1.9","  3.0","  9.9"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.463414634146","0.468354430380","0.469512195122","0.333333333333","0.70967741935"
"7342","Eddie Jones","11212500","MIA","6'6","210","Temple","USA","1994","1","10","  -3.2","2003","SG","31","47","47","  38.1","  6.2"," 14.6","  2.1","  5.1","  4.1","  9.5","  4.0","  4.9"," 0.7","  4.1","  4.8","  3.7"," 1.4"," 0.7","  1.8","  2.9"," 18.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.424657534247","0.431578947368","0.496575342466","0.411764705882","0.81632653061"
"7343","Nick Van Exel","11061234","DAL","6'1""","195","Cincinnati","USA","1993","2","37","   6.1","2003","SG","31","73"," 1","  27.8","  4.7"," 11.4","  1.6","  4.3","  3.1","  7.1","  1.5","  2.0"," 0.5","  2.4","  2.8","  4.3"," 0.6"," 0.1","  1.7","  1.2"," 12.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.412280701754","0.436619718310","0.482456140351","0.372093023256","0.75000000000"
"7344","Brian Grant","11027862","MIA","6'9""","254","Xavier","USA","1994","1","8","  -5.8","2003","C","30","82","82","  32.2","  4.2","  8.2","  0.0","  0.0","  4.2","  8.2","  1.9","  2.5"," 2.9","  7.3"," 10.2","  1.3"," 0.8"," 0.6","  1.6","  3.7"," 10.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.512195121951","0.512195121951","0.512195121951","           NaN","0.76000000000"
"7345","Tom Gugliotta","10892000","PHX","6'10""","250","North Carolina State","USA","1992","1","6","  -7.0","2003","PF","33","27","11","  16.6","  2.2","  4.9","  0.0","  0.0","  2.2","  4.9","  0.3","  0.3"," 0.9","  2.8","  3.7","  1.1"," 0.5"," 0.2","  1.1","  1.3","  4.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.448979591837","0.448979591837","0.448979591837","           NaN","1.00000000000"
"7346","Tim Thomas","10750000","MIL","6'10""","240","Villanova","USA","1997","1","7","  -0.3","2003","SF","25","80","70","  29.5","  5.2"," 11.6","  1.2","  3.3","  3.9","  8.3","  1.8","  2.3"," 1.2","  3.7","  4.9","  1.3"," 0.9"," 0.6","  1.7","  3.2"," 13.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.448275862069","0.469879518072","0.500000000000","0.363636363636","0.78260869565"
"7347","David Robinson","10500000","SAS","7'1""","250","Navy","USA","1987","1","1","  11.0","2003","C","37","64","64","  26.2","  3.1","  6.6","  0.0","  0.0","  3.1","  6.6","  2.4","  3.3"," 2.5","  5.4","  7.9","  1.0"," 0.8"," 1.7","  1.3","  2.0","  8.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.469696969697","0.469696969697","0.469696969697","           NaN","0.72727272727"
"7348","Paul Pierce","10067750","BOS","6'6","230","Kansas","USA","1998","1","10","   2.2","2003","SG","25","79","79","  39.2","  8.4"," 20.2","  1.5","  4.9","  6.9"," 15.2","  7.6","  9.5"," 1.3","  6.0","  7.3","  4.4"," 1.8"," 0.8","  3.6","  2.9"," 25.9"," 1.6","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","0.415841584158","0.453947368421","0.452970297030","0.306122448980","0.80000000000"
"7349","Dirk Nowitzki","10067750","DAL","7'0""","245","None","Germany","1998","1","9","  12.9","2003","PF","24","80","80","  39.0","  8.6"," 18.6","  1.9","  4.9","  6.8"," 13.7","  6.0","  6.9"," 1.0","  8.9","  9.9","  3.0"," 1.4"," 1.0","  1.9","  2.6"," 25.1"," 1.6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","0.462365591398","0.496350364964","0.513440860215","0.387755102041","0.86956521739"
"7350","Antawn Jamison","10067750","GSW","6'9""","223","North Carolina","USA","1998","1","4","  -1.9","2003","SF","26","82","82","  39.3","  8.4"," 17.9","  0.8","  2.5","  7.6"," 15.4","  4.6","  5.8"," 2.4","  4.7","  7.0","  1.9"," 0.9"," 0.5","  2.2","  2.4"," 22.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.469273743017","0.493506493506","0.491620111732","0.320000000000","0.79310344828"
"7351","Vince Carter","10067750","TOR","6'6","225","North Carolina","USA","1998","1","5","  -1.2","2003","SG","26","43","42","  34.2","  8.3"," 17.7","  1.0","  3.0","  7.2"," 14.6","  3.0","  3.7"," 1.4","  3.0","  4.4","  3.3"," 1.1"," 1.0","  1.7","  2.8"," 20.6"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.468926553672","0.493150684932","0.497175141243","0.333333333333","0.81081081081"
"7352","Glenn Robinson"," 9860000","ATL","6'7""","230","Purdue","USA","1994","1","1","  -3.7","2003","SF","30","69","68","  37.6","  7.8"," 18.1","  1.3","  3.8","  6.5"," 14.3","  3.9","  4.4"," 1.2","  5.4","  6.6","  3.0"," 1.3"," 0.4","  3.6","  2.7"," 20.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.430939226519","0.454545454545","0.466850828729","0.342105263158","0.88636363636"
"7353","Derrick Coleman"," 9380000","PHI","6'10""","270","Syracuse","USA","1990","1","1","   7.4","2003","C","35","64","35","  27.2","  3.5","  7.8","  0.3","  1.0","  3.1","  6.7","  2.1","  2.7"," 2.4","  4.7","  7.0","  1.4"," 0.8"," 1.1","  1.5","  2.7","  9.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.448717948718","0.462686567164","0.467948717949","0.300000000000","0.77777777778"
"7354","Theo Ratliff"," 9375000","ATL","6'10""","230","Wyoming","USA","1995","1","18","  -1.7","2003","C","29","81","81","  31.1","  3.4","  7.3","  0.0","  0.0","  3.4","  7.3","  1.9","  2.6"," 1.9","  5.6","  7.5","  0.9"," 0.7"," 3.2","  1.7","  3.3","  8.7"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.465753424658","0.465753424658","0.465753424658","           NaN","0.73076923077"
"7355","Jason Kidd"," 9265000","NJN","6'4""","212","California","USA","1994","1","2","   8.1","2003","PG","29","80","80","  37.4","  6.4"," 15.6","  1.6","  4.6","  4.9"," 10.9","  4.2","  5.0"," 1.4","  4.9","  6.3","  8.9"," 2.2"," 0.3","  3.7","  1.6"," 18.7"," 1.6","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","0.410256410256","0.449541284404","0.461538461538","0.347826086957","0.84000000000"
"7356","Glen Rice"," 9200000","HOU","6'8""","220","Michigan","USA","1989","1","4","  -0.3","2003","SF","35","62","26","  24.7","  3.2","  7.4","  1.6","  4.1","  1.5","  3.3","  1.0","  1.3"," 0.5","  2.0","  2.5","  1.0"," 0.4"," 0.1","  0.9","  1.6","  9.0"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.432432432432","0.454545454545","0.540540540541","0.390243902439","0.76923076923"
"7357","Kenny Anderson"," 9185000","NOH","6'1""","168","Georgia Tech","USA","1991","1","2","  -2.0","2003","PG","32","61"," 2","  18.6","  2.7","  6.3","  0.0","  0.1","  2.7","  6.1","  0.7","  0.9"," 0.5","  1.7","  2.2","  3.2"," 1.0"," 0.1","  1.2","  1.7","  6.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.428571428571","0.442622950820","0.428571428571","0.000000000000","0.77777777778"
"7358","Kerry Kittles"," 8966667","NJN","6'5""","180","Villanova","USA","1996","1","8","   5.7","2003","SG","28","65","57","  30.0","  5.1"," 10.9","  1.2","  3.4","  3.9","  7.6","  1.6","  2.1"," 0.8","  3.1","  3.9","  2.6"," 1.6"," 0.5","  0.8","  1.7"," 13.0"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.467889908257","0.513157894737","0.522935779817","0.352941176471","0.76190476190"
